Field,Abstract
the article presents information on the international migration of latin american professionals and technicians among countries of the region and toward the united states information sources utilized derive from the celade imila data bank and data from the immigration and naturalization service of the united states summary in eng author,Political Science
in 2004 there was a trade and technology dispute of significance between china and the united states surrounding a mobile security standard called wapi wireless lan authentication and privacy infrastructure using the remarkable size of its domestic market as a lever china is challenging some existing or being shaped standards to set its own standards not only within its own territory but also potentially in the world markets wapi is another example in a series of these attempts using the actornetwork theory we investigate the process of mobile standards setting in the international context where superpowers like china and the united states compete author,Political Science
n this statement prepared for the 1984 international conference on population summarizes the demographic situation in the philippines the philippine position regarding implementation of the world population plan of action and current population policies in 1980 the population of the philippines stood at 48 1 million the country s current population growth rate reflects the interplay between decreasing mortality and still high but declining fertility the 1984 87 philippine development plan aims to achieve sustainable economic growth equitable distribution of the gains of development and personal development a net reproduction rate of unity by the year 2000 is sought and preschool age children youth premarriage age groups and married couples of reproductive age have been targeted for special outreach efforts the national population program will concentrate on developing a network of public and private community based organizations strengthening the capacity of local government and community organizations to plan and manage the population program developing community capacity to finance family planning services upgrading the quality of natural family planning practice continuing the promotion of effective contraceptive methods developing a population data bank and upgrading the technical and management capabilities of population program personnel increasing attention is being paid to regional development and spatial distribution the average annual population growth rate is expected to decline from 2 8 in 1970 75 to 2 2 by 1987 the crude birth rate is expected to drop from 34 1000 in 1980 to 31 1000 in 1987 to help achieve this goal the contraceptive prevalence rate should increase from 34 in 1983 to 41 in 1987 and 50 by 1993 in addition attempts will be made to reduce the proportion of women marrying below the age of 20 years and to improve women s access to educational and employment opportunities n author,Political Science
the author focuses on public assistance payments to international immigrants in sweden one object of the article is to give a statistical overview of the subject another is to discuss reasons why international migrants receive social assistance more frequently than others the latter leads to the formulation of econometric models and the estimation for immigrants with different backgrounds it is found that the number of immigrants receiving social assistance has increased since the mid 1960s we also found that immigrants are considerably more frequent recipients of social assistance than others summary in fre and spa author,Political Science
a short retrospect occasioned by the death on july 13 1985 of e w schmidt of his career as director of the neurological research institute at the academy of medical sciences of the ussr and his influence as scientist medical man and humanist on the development of neurology in the soviet union and its representation on the international scene author,Political Science
well documented epidemiological studies unequivocally demonstrated that dementia rapidly increases with advancing age producing a number of personal family medical and socioeconomic problems in the highly developed countries west germany included therefore brain research in gerontology should concentrate on dementia research international endeavors in dementia research are reported and compared with those undertaken in west germany whereas dementia research has for some time been receiving major support either from scientific institutions or the government in countries such as usa uk france and italy it has not become a central topic of interest in west germany author,Political Science
n the author investigates international migratory movements in europe between the two world wars with a focus on the impact of economic and social changes brought about by world war i the economic crisis brought out new behavioral patterns although the number of foreign migrant workers was decreasing there appeared xenophobic attitudes the terrible events that led to the war questioned and upset the efforts towards stabilization made by most foreigners they were soon considered as would be enemies the hard times further reinforced the precarious situation of foreigners living in border areas excerpt n author,Political Science
n the international parliamentary assmebly on population and development took place on august 15 16 1984 with the participation of more than 300 parliamentarians from 60 countries the aim was to promote an exchange of views on population programs and policies among parliamentarians and to support the recommendations adopted by the un international conference on population the assembly held discussion in 3 subcommittees on the subjects of 1 policies of population and development 2 the legal and social status of women and 3 the improvement of family planning service on population policy parliamentarians generally agreed that policy formulation is the prerogative of each sovereign country stressing that such policies and programs should be integrated with social and economic development the developing countries stronly demanded that a new international economic order be established and international aid increased to help them in solving the popultion problem concerning the status of women the assembly unanimously agreed that both men and women should not only be legally equal but should also have de facto equality for employment education and social life attention should be given particularly to the rights and status of rural women examples of how the status of chinese women has improved were offered by chinese representative and were appreciated by the assembly on improving family planning services participants urged provision of information about birth control to people of marriageable age and of access to contraceptives to eligible couples moreover they advocated the strengthening of medical care for women and children and the lowering of infant and maternal mortality rates dr qian xinzhong described the priorities and goals of family planning programs in china finally the assembly unanimously adopted the action plan whose contents embody independence respect for national sovereignty and the spirit of cooperation and conformity to the interest of the international community particularly the developing nations n author,Political Science
background nfor more than half a century the risk of physicians participating in torture has received thoughtful attention in the field of medicine and a number of international organizations have issued declarations decrying such involvement despite publications that provide evidence of dentists having participated in torture as well until recently the dental profession was quiescent on the subject n n nmethods nthe authors describe the historical background for a new declaration against dentists participation in torture developed by the international dental ethics and law society and the fdration dentaire internationale fdi world dental federation they review various levels of involvement by dentists in torture and related activities in reference to existing world medical association declarations finally they outline the process of drafting the new dental declaration which was adopted by the fdi in october 2007 n n nclinical implications nthe authors provide insight and guidance to clinicians who diligently serve their patients unaware that they may face military or other pressures to participate in torture author,Political Science
n this address by the peruvian delegation to the third preparatory committee meeting for the international conference on population and development focuses on four points in the proposed plan of action that might require further development first the link between drug trafficking and environmental degradation should be recognized cultivation of narcotic plants contributes to deforestation of the tropical forest and contamination of rivers and along with terrorism has caused considerable population movement in peru the second point is that widespread poverty limited investment in human capital insufficient institutional capacity and the external debt burden of the developing countries are clearly interrelated with sociodemographic processes and decisively affect the capacity of the nation to implement population policies and programs as a function of current and future international commitments the third point is that in the area of information education and communication attention should be given to the entire life cycle and the entirety of themes related to population finally coordinated programs between public and private institutions and nongovernmental organizations at the national level and between the u n population fund the population commission and the commission on sustainable development at the international level should be organized to assure effective follow up on plan of action proposals and agreements peru has participated in a wide variety of international conferences and activities related to population and was a major participant in the subregional preparatory conference of the andean nations n author,Political Science
n the united nations is preparing for the 3rd international conference on population and development icpd in september 1994 in cairo egypt this conference is expected to adopt a new plan of action for the next decade on the issues of population development empowerment of women reproductive health rights the environment and migration a number of preparatory activities by the un population fund in collaboration with governmental and nongovernmental organizations for the icpd 1994 are summarized an expert group meeting on population environment and development was held at the united nations headquarters january 20 24 1994 an expert group meeting on population policies and programs was hosted by the government of egypt in cairo april 12 16 1992 an expert group meeting on population and women was hosted by the government of botswana in gaborone june 22 26 1992 and financed by the government of the netherlands an expert group meeting on population distribution and migration was hosted by the government of bolivia in santa cruz january 18 23 1993 the 3rd african population conference organized by the economic commission for africa eca was held in dakar december 7 12 1992 the european conference convened by the economic commission for europe ece took place in geneva switzerland march 23 26 1993 the economic and social commission for western asia escwa the league of arab states and unfpa jointly sponsored the regional population conference for the arab world in amman jordan april 4 9 1993 the icpd secretariat has requested that national reports on population be prepared by each country participating in the conference the conference of nongovernmental organizations established a planning committee for the icpd on march 5 1991 in order to coordinate and facilitate the participation of nongovernmental organizations in the conference prepcomii for the 1994 conference was held in may 1993 prepcomiii is planned to meet in april 1994 n author,Political Science
n papers delivered at the 4th international congress of african studies icas subcategorized dependency into its cultural military and political aspects at the end of the conference a series of resolutions was adopted the author lists 8 resolutions under problems of economic and technological dependency and 28 under the problem of cultural dependency of these 5 referred to linguistic and 4 to philosophical and ideological dependency 3 to dependency in education and 5 to the problems of political dependency the author reports that delegates at the congress also considered the question of the responsibility of african intellectuals to influence the direction of political events in africa acting as a pressure group upon the organization of african unity oau from which icas receives some financial support was one of the ways proposed the following is a random selection of some of the resolutions adopted by the 4th icas 1 that capital intensive imported technology aggravates dependency structures in africa and greater effort should be made to select those technologies that promote the rational use of africa s human and material resources 2 that steps be taken to make african schools and universities more responsive to african cultures and more relevant to african needs without abandoning the principle of universalism in science scholarship and art and 3 that the liberation of southern africa is a precondition of the liberation of the african continent as a whole n author,Political Science
international cooperation in life sciences as in any other of the space research fields takes place at two distinct levels scientist to scientist or agency to agency this article is more concerned with the agency to agency level which involves the arrangements made between two partners for the flying of experiments and or hardware on space missions international cooperation is inherent to the european space agency esa since it consists of 13 member states austria belgium denmark france ireland italy the netherlands norway spain sweden switzerland united kingdom and west germany and one associated member finland esa also has special cooperative arrangements with canada life sciences research in esa is carried out within the microgravity research program an optional program to which member states in this case all but austria and ireland contribute a la carte and receive their share accordingly therefore many of the activities are naturally linked to international arrangements within the member states and also to arrangements between the agencies with life sciences being the dominant activity between nasa and esa author,Political Science
the microbiologist and biological defense research ethics politics and international security book lovers when you need a new book to read find the book here never worry not to find what you need is the the microbiologist and biological defense research ethics politics and international security your needed book now that s true you are really a good reader this is a perfect book that comes from great author to share with you the book offers the best experience and lesson to take not only take but also learn author,Political Science
the cochrane collaboration is an international organization that aims to help people make well informed decisions about healthcare by preparing maintaining and promoting the accessibility of systematic reviews of the effects of healthcare interventions it is a non profit organization the main work of the collaboration is done by about fifty collaborative review groups within which cochrane reviews are prepared and maintained the members of these groups share an interest in generating reliable up to date evidence relevant to the prevention treatment and rehabilitation of particular health problems or groups of problems author,Political Science
background nsmoking prevalence rates are alarmingly high in developing countries at a time when the united states and the united kingdom are mobilizing domestic anti smoking forces a resident at dartmouth hitchcock medical center established an american british partnership to promote international tobacco policy activism n n nmethods nthe program assembled a coalition of physicians and public health experts from the two countries and provided them with an internet based chat resource n n nresults nthe coalition utilized internet resources to follow international trends in tobacco use policies and agreed to meet bimonthly through the site to promote anti smoking activism n n nconclusions nthis report introduces a novel approach to international anti tobacco policy activism it provides a model that is transportable to other institutions and other public health measures author,Political Science
i have often been asked what law has to do with breastfeeding why do we need to resort to legal instruments to create an environment that will protect promote and support optimal infant feeding practices of which breastfeeding is one of the most fundamental author,Political Science
arild angelsen maria brockhaus amy e duchelle anne larson christopher martius william d sunderlin louis verchot grace wong and sven wunder school of economics and business norwegian university of life sciences p o box 5033 n 1432 s norway department of forest sciences university of helsinki latokartanonkaari 7 fin 00014 helsinki finland center for international forestry research cifor jl cifor situ gede bogor 16115 indonesia center for international forestry research cifor c o cip av la molina 1895 la molina lima 12 peru international center for tropical agriculture ciat km 17 recta cali palmira a a 6713 cali 763537 colombia author,Political Science
effective climate mitigation requires international cooperation and these global efforts need broad public support to be sustainable over the long run we provide estimates of public support for different types of climate agreements in france germany the united kingdom and the united states using data from a large scale experimental survey we explore how three key dimensions of global climate cooperation costs and distribution participation and enforcement affect individuals willingness to support these international efforts we find that design features have significant effects on public support specifically our results indicate that support is higher for global climate agreements that involve lower costs distribute costs according to prominent fairness principles encompass more countries and include a small sanction if a country fails to meet its emissions reduction targets in contrast to well documented baseline differences in public support for climate mitigation efforts opinion responds similarly to changes in climate policy design in all four countries we also find that the effects of institutional design features can bring about decisive changes in the level of public support for a global climate agreement moreover the results appear consistent with the view that the sensitivity of public support to design features reflects underlying norms of reciprocity and individuals beliefs about the potential effectiveness of specific agreements author,Political Science
backgroundsex and gender differences are often overlooked in research design study implementation and scientific reporting as well as in general science communication this oversight limits the generalizability of research findings and their applicability to clinical practice in particular for women but also for men this article describes the rationale for an international set of guidelines to encourage a more systematic approach to the reporting of sex and gender in research across disciplines methodsa panel of 13 experts representing nine countries developed the guidelines through a series of teleconferences conference presentations and a 2 day workshop an internet survey of 716 journal editors scientists and other members of the international publishing community was conducted as well as a literature search on sex and gender policies in scientific publishing resultsthe sex and gender equity in research sager guidelines are a comprehensive procedure for reporting of sex and gender information in study design data analyses results and interpretation of findings conclusionsthe sager guidelines are designed primarily to guide authors in preparing their manuscripts but they are also useful for editors as gatekeepers of science to integrate assessment of sex and gender into all manuscripts as an integral part of the editorial process author,Political Science
how does uncertainty about dangerous climate change affect the prospects for international cooperation climate negotiations usually are depicted as a prisoners dilemma game collectively countries are better off reducing their emissions but self interest impels them to keep on emitting we provide experimental evidence grounded in an analytical framework showing that the fear of crossing a dangerous threshold can turn climate negotiations into a coordination game making collective action to avoid a dangerous threshold virtually assured these results are robust to uncertainty about the impact of crossing a threshold but uncertainty about the location of the threshold turns the game back into a prisoners dilemma causing cooperation to collapse our research explains the paradox of why countries would agree to a collective goal aimed at reducing the risk of catastrophe but act as if they were blind to this risk author,Political Science
jonathan adams analyses papers from the past three decades and finds that the best science comes from international collaboration author,Political Science
this article examines the rise in co authorship in the social sciences over a 34 year period it investigates the development in co authorship in different research fields and discusses how the methodological differences in these research fields together with changes in academia affect the tendency to co author articles the study is based on bibliographic data about 4 5million peer review articles published in the period 19802013 and indexed in the 56 subject categories of the web of sciences social science citation index the results show a rise in the average number of authors share of co authored and international co authored articles in the majority of the subject categories however the results also show that there are great disciplinary differences to the extent of the rises in co authorship the subject categories with a great share of international co authored articles have generally experienced an increase in co authorship but increasing international collaboration is not the only factor influencing the rise in co authorship hence the most substantial rises have occurred in subject categories where the research often is based on the use of experiments large data set statistical methods and or team production models author,Political Science
the phenomenon of china s rise as an emerging scientific power has been well documented yet the development of its social science is less explored utilizing up to date social science citation index ssci publication data 19782013 this paper probes the patterns and dynamics of china s social science research via bibliometric analyses our research indicates that despite the national orientation of social science research and the linguistic obstacle of publishing for an international audience china s publications in the ssci dataset have been rising in terms of volume world share and global ranking but china is still not yet a major player in the arena of social sciences as is evidenced by the number of chinese journals indexed in ssci and the lack of olympic players team research features china s international publishing in social science but the research outputs are highly unbalanced at regional and institutional levels author,Political Science
background nthe recent zika outbreak witnessed the disease evolving from a regional health concern to a global epidemic during this process different communities across the globe became involved in twitter discussing the disease and key issues associated with it this paper presents a study of this discussion in twitter at the nexus of location actors and concepts n n nobjective nour objective in this study was to demonstrate the significance of 3 types of events location related actor related and concept related for understanding how a public health emergency of international concern plays out in social media and twitter in particular accordingly the study contributes to research efforts toward gaining insights on the mechanisms that drive participation contributions and interaction in this social media platform during a disease outbreak n n nmethods nwe collected 6 249 626 tweets referring to the zika outbreak over a period of 12 weeks early in the outbreak december 2015 through march 2016 we analyzed this data corpus in terms of its geographical footprint the actors participating in the discourse and emerging concepts associated with the issue data were visualized and evaluated with spatiotemporal and network analysis tools to capture the evolution of interest on the topic and to reveal connections between locations actors and concepts in the form of interaction networks n n nresults nthe spatiotemporal analysis of twitter contributions reflects the spread of interest in zika from its original hotspot in south america to north america and then across the globe the centers for disease control and world health organization had a prominent presence in social media discussions tweets about pregnancy and abortion increased as more information about this emerging infectious disease was presented to the public and public figures became involved in this n n nconclusions nthe results of this study show the utility of analyzing temporal variations in the analytic triad of locations actors and concepts this contributes to advancing our understanding of social media discourse during a public health emergency of international concern author,Political Science
there is currently widespread public misunderstanding about the degree of scientific consensus on human caused climate change both in the us as well as internationally moreover previous research has identified important associations between public perceptions of the scientific consensus belief in climate change and support for climate policy this paper extends this line of research by advancing and providing experimental evidence for a gateway belief model gbm using national data n 1104 from a consensus message experiment we find that increasing public perceptions of the scientific consensus is significantly and causally associated with an increase in the belief that climate change is happening human caused and a worrisome threat in turn changes in these key beliefs are predictive of increased support for public action in short we find that perceived scientific agreement is an important gateway belief ultimately influencing public responses to climate change author,Political Science
backgroundherbal medicine hm regulation is less developed than that of allopathic medicines with some countries lacking specific regulations objectivefor the purpose of informing a registration system for hms in kuwait which does not manufacture but imports all hms this study compared the similarities and differences between the current hm registration systems of five countries methodsthe five countries were selected as major source countries of hm in kuwait unitedkingdom uk germany and unitedstates ofamerica usa or because of geographical proximity or size and approach united arab emirates uae and kingdom of bahrain documentary analysis of hm classification systems was performed by reviewing the regulatory and law documentation of these countries drug regulatory authority websites data on hm definition classification and the main requirements for registration were extracted and analysed for similarities and differences resultsthere was diversity in the classification of hms across all five countries including terms used definitions type of law requirements restrictions and preparation type the regulatory authorities of the uk germany uae and kingdom of bahrain offer simplified registration for hms where plausible efficacy as a result of established traditional use is sufficient in usa the concept of traditional use does not exist instead the product can be categorised as a dietary supplement where no assessment or evaluation is required prior to marketing conclusionsowing to the inconsistencies in how drug regulatory authorities define hms it will be important to design a clear definition of what constitutes a hm in kuwait which is a country that does not produce and register its own products but assesses products registered elsewhere author,Political Science
this paper presents the findings of research carried out into the information seeking behaviour and information requirements of a small sample of international workers stationed in west africa during the zaire ebola virus outbreak of 2014 15 the research study under which these results were obtained was part of exploratory research for a phd focused on the use and potential uses of social media platforms during serious disease outbreaks that might be used to inform policy planning for public health and emergency response interventions thus the findings from this study may provide valuable insights to business continuity managers and emergency planners in making future decisions about information exchange and crisis decision making during future serious disease outbreaks author,Political Science
this article addresses how open access to dna rna and amino acid sequences might be reconciled with the benefit sharing obligations under the united nations convention on biological diversity and its nagoya protocol the food and agriculture organization of the united nations international treaty on plant genetic resources for food and agriculture and the world health organizations pandemic influenza preparedness framework for the sharing of influenza viruses and access to vaccines and other benefits tracing the evolution of open access databases the article posits models for reconciling open access and benefit sharing the article concludes however that none of the proposed solutions monitoring and tracing the contract model and the copyright and database right model provides a perfect solution each model does however suggest that open access to these sequences might be at least partially reconciled with benefit sharing author,Political Science
over the past decade a revolution has occurred in the dissemination and analysis of census microdata this paper discusses the ipums international initiative to liberate census data for researchers world wide without cost as of june 2013 academic researchers and policy makers may access 234 anonymized samples representing 74 countries and totaling over one half billion person records the database expands with the addition of 20 30 samples each year data are downloadable as extracts from the project website www ipums org international to facilitate good use both metadata and microdata are integrated the analysis of 450 citations in the project bibliography reveals patterns in publications by country and topic author,Political Science
the helseomsorg21 initiative was set up by the ministry of health and care services to develop a new research and innovation strategy for health and care services in norway the helseomsorg21 strategy group through the research council of norway which is providing the secretariat for the strategy development asked rand europe to support the strategic review process rand europe s role was to conduct a series of rapid evidence reviews around the recommendations arising from the five working groups that comprise the initiative the reviews were conducted around networks and collaboration data linkage and exchange culture values and leadership and incentives for innovation while capacity building was a recurrent theme throughout this study presents the rapid evidence reviews summarising relevant literature and highlighting international examples of particularly relevant or innovative approaches the issues and ideas identified around each theme are then pulled together in a suggested conceptual representation of the norwegian health and care research system author,Political Science
summary box n non 28 february 2019 an independent international commission formed by the united nations human rights council unhrc submitted the findings of a report investigating concerns for violations of international and human rights laws as a result of the great march of return protests in the gaza strip 1 the protests commencing on 30 march 2018 and continuing every friday until this author,Political Science
nuclear safeguards have been an essential part of the global order since the beginnings of the nuclear age the international atomic energy agency iaea an international bureaucracy that is supposed to be a non political technical institution administers this global nuclear safeguards regime even though safeguards have always been controversial they have turned out to be the most enduring item in the international community s toolbox to prevent or slow down the spread of nuclear weapons to non nuclear states this analysis shows that nuclear safeguards whilst they survived the fall of the iron curtain were a genuine invention of the cold war at the beginning of the nuclear age there was an overall understanding that safeguards were not strong enough to prevent the global spread of nuclear weapons it was only over the course of the late 1950s and 1960s that safeguards moved from the margins to the centre of diplomatic negotiations about global nuclear order newly declassified records from the iaea archives in vienna offer insights into the evolution of early nuclear safeguards and suggest that negotiation patterns proceedings and settings affected the outcome of this nuclear diplomacy author,Political Science
collaboration among scientists has a major influence on scientific progress such collaboration often results from scientific meetings where scientists gather to present and discuss their research and to meet potential collaborators however most scientific meetings have inherent biases such as the availability of research funding or the selection bias of professional societies that make it difficult to study the effect of the meeting per se on scientific productivity to evaluate the effects of scientific meetings on collaboration and progress independent of these biases we conducted a study of the annual symposia held by the international milk genomics consortium imgc over a 12 year period in our study we conducted permutation testing to analyze the effectiveness of the imgc in facilitating collaboration and productivity in a community of milk scientists who were meeting attendees relative to non attendees using the number of co authorships on published papers as a measure of collaboration our analysis revealed that scientists who attended the symposium were associated with more collaboration than were scientists who did not attend furthermore we evaluated the scientific progress of consortium attendees by analyzing publication rate and article impact we found that imgc attendees in addition to being more collaborative were also more productive and influential than were non attendees who published in the same field the results of our study suggest that the annual symposium encouraged interactions among disparate scientists and increased research productivity exemplifying the positive effect of scientific meetings on both collaboration and progress author,Political Science
we have investigated the citation impact of four pairs of journals in four subject categories including the category of multidisciplinary journals journals in environmental sciences applied mathematics as well as metallurgy and metallurgical engineering each pair is composed of one chinese journal and one leading international journal in the same subject category comparison is done between the selected chinese and international journals in each pair the four chinese journals are selected because of priority funding by the chinese ciu plan in categories a and b compared with leading international journals in the same subject category citation impacts of the four chinese journals in their relevant environments are low although they have been improving from 2004 to 2013 leading international journals are more intensively and systematically cited than chinese ones in the same subject category of the jcr regarding the ciu plan the level of funding seems not to follow exactly the citation impacts journals receiving larger amounts of funding do not necessarily perform better in citation impact and journals receiving the same amount of subsidy may have different citation performances author,Political Science
april2018markedthe50thanniversarymonthintheukofenochpowellsrivers of blood speech widely condemned for its anti immigrant racist rhetoric time hasshownhowwrongpowellwas andoverthedecadesbritainhasbecomemore notless tolerant theconceptofworkforcediversityhasgainedenormoussupport dueinparttointernationalpoliticsofeconomiccompetition technologicalprogress increasingemphasisontheimportanceofhumanrights andimmigration thearticle discussesanswerstothequestion inthefaceofthisconsensus whyarexenophobic arguments communicatedworldwidethroughmassmedia increasinglyallowedto fosterglobalclimatesoffearof andresistanceto immigrantlabour answersseemto lieinpoliticalandsocialpressuresongovernmentsthatconstrainthemtodiscriminate againstmigrantsand refugeesseeking immigration reasons for thisarediscussed and sinceconsensusissostrongonthebenefitsofworkforcediversity possible remediesaresuggested keywords climate of fear discrimination geopolitics of labour human rights immigrant employment political agendas prejudice refugees workforce diversity introduction human rights workforce diversity and discrimination human rights notwohumanbeingsarealike peoplearedifferentnotonlyingender culture race socialandpsychologicalcharacteristicsbutalsointheirperspectivesandprejudices allsocietieshavealwaysdiscriminatedonthesebases kruglanski stroebe 2012 buttheuniversaldeclarationofhumanrights unitednations 1948 wasproclaimed inparisondecember10 1948asacommonstandardforallpeoplesandallnations international journal of interactive communication systems and technologies volume 8 issue 1 january june 2018 36 itsetout forthefirsttime fundamentalhumanrightsthatmustbeuniversally protected withnon discriminationasanoverridingprinciple itispresentinallthe majorhuman rights treaties andconventions thathave followed suchas theapril 2018launchoftheglobalmigrationgroupprinciplesandguidelinesonthehuman rightsprotectionofmigrantsinvulnerablesituations committeeonmigrantworkers 2018 oneexampleofsuchprotectionisthatukministersinmay2018suspended controversial arrangements under which the national health service had shared patientsdetailswiththehomeoffice soitcouldtracepeoplebreakingimmigration rules campbell 2018 workforce diversity and discrimination diversityinemploymentpracticesnotonlyrespectsandprotectshumanrightsbuthas beenshowntobenefitorganizationalandnationaleconomies dustmannetal 2003 saxena 2014 giventheweightofopiniononthehumanitarianandpractical local andnationalbenefitsofadiversepopulationfromwhichtorecruitworkers whythe presentclimateofprejudiceagainstimmigrants thechapterdiscusses twoaspectsof themanagementofdiversity the first is recognitionofitsimportancenotonlyforhumanrightsbutalsofororganizationaland nationalprosperity thesecondisthegrowingsocialandpoliticalprejudiceagainst immigrantlabour resultingpartlyfromrecentmassiveincreasesworldwideofrefugee immigrants therewere258millioninternationalmigrantsin2017 representing3 4 percentoftheglobalpopulation unitednations departmentofeconomicandsocial affairs populationdivision 2017 immigrationisnowoneofthemostcontroversial items on the political agendas of liberal states across europe and north america rankin 2018 thompson 2018 theobjectivesofthechapteraretoidentifyreasonsforthisconflictofinterests and to seekpracticalways to resolveor at least reduce it conflict arises because thereis ontheonehand recognitionofthepracticalandhumanitarianimportance ofworkforcediversity andontheother globaldiscriminationagainstemployment ofimmigrants author,Political Science
the 7th international conference on human values in higher education education for holistic human health ichvhe 18 was held from april 26 to 28 2018 at khesar gyalpo university of medical sciences of bhutan thimphu bhutan this conference also celebrated the 50th year of indo bhutan friendship ichvhe 18 was the culmination of the collaborative efforts of eight universities two from bhutan and six from india the ichvhe is an annual conference aimed at developing a shared vision of holistic humane education particularly in institutions of higher learning the initial plan is to implement human values and education for holistic health in higher education within india and other saarc nations delegates from five saarc nations viz bhutan india nepal bangladesh and maldives participated in this conference ultimately the effort is to provide universal human value based education to every child globally author,Political Science
the tobacco convention was adopted by the world health organization who in 2003 nikogosian and kickbusch examine the five potential impacts of the tobacco convention and its protocol on public health these include the adoption of the convention would seem to unlock the treaty making powers of who the impact of the convention in the global health architecture has been phenomenal globally the convention has facilitated the adoption of further instruments to strengthen its implementation at the national level the convention has led to the adoption of appropriate legal framework to combat the use of tobacco at the national level and that the impact of the convention would seem to go beyond public health but has also led to the adoption of the protocol to eliminate illicit trade in tobacco however the article by nikogosian and kickbusch would seem to overlook some of the challenges that may militate against the effective implementation of international law including the tobacco convention at the national level author,Political Science
both climate change and maritime security are currently ranking high on states and international organisations political and governance agendas however academics and practitioners alike have hardly tackled the actual interlinkages and dependencies between the two issues taking the international maritime organization imo as a case study this article pioneers the use of corpus linguistic method to unravel the nonexistence of a narrative linking climate change impacts and the occurrence of maritime criminality despite some connections in practice however direct narrative links between climate change and migration as well as migration and maritime security were found which can point at an indirect link between climate change and maritime security the article concludes on the implications of these findings for academics and practitioners alike the latter are encouraged to reflect on their current narrative in a bid to contribute to a better acknowledgement of the existing links between the impacts of climate change on natural and human systems and aspects of maritime security author,Political Science
the power of intentional and reflective experience in international service learning internships and other pathways effectively inspires and prepares students for next generation global leadership service learning often includes cross cultural engagement which is particularly powerful author,Political Science
to help fill the knowledge gap in human genetics and genomics an international summit is in human genetics and genomics was conceived and organized by the national human genome research institute nhgri of the national institutes of health nih as a 5 year initiative from 2016 to 2020 in its first 3years 71 professionals from 34 countries received training author,Political Science
teachers today need multicultural competence and understanding to address both global as well as the local possibilities and challenges in their teaching one way to develop such understanding during teacher education can be meeting with pre service teachers from different parts of the world this was our main objective in a collaborative project between an american university and two norwegian universities the pre service teachers designed lesson plans about cultural diversity human rights and technology in education which were implemented in the pre service teachers practice in us and norway the paper presents the project and findings of an action research case study the discussion focuses on the role of technology to scaffold international collaboration in teacher education author,Political Science
